path	baseline_size	baseline_mtime	baseline_sha256	current_size	current_mtime	current_sha256
/Users/tydroelite/.openclaw/workspace/MEMORY.md	12817	1772787674	25c591088bad4a731c8fe0c2bdcc3fa5b352d5dcfefb39338e032fe4ca588dcc	13578	1772789485	11b159673a569a4e46b2af7763910f9afe75aeec12a08e9a2d3c153bef609852
/Users/tydroelite/.openclaw/workspace/memory/2026-03-06.md	9053	1772788271	3aec5378807aea45c0b697f9c99127b338e823a7d457dd4cae9cb35acae52d0d	18125	1772791429	25f8bfdb03066a328a5e59c31a1130059019484ecd65ba3dd5a198fc306c4f9f
/Users/tydroelite/.openclaw/workspace/memory/index/2026-03-06-night-obsidian-refresh/continuity-delta.md	2294	1772786623	2aad46729a979874952acebab143cd8b3d23e61ecfef7fd69da44ec86adc6ebd	3751	1772790119	dfe2a944008b841b5cce1b486623cd3eff350912b880bc5c10f28880498d2165
/Users/tydroelite/.openclaw/workspace/memory/index/2026-03-06-night-obsidian-refresh/inventory-current.tsv	26251	1772786623	9fa2256cdde51a74ce9bf5e48e378d407a0f86c8390525a3d9141d63d46c5f3b	31161	1772788325	bfdeaaa562248ccc59dac04930ba0a1cfea3a2ad2a3827659800a377f8f39e4e
/Users/tydroelite/.openclaw/workspace/memory/index/2026-03-06-night-obsidian-refresh/source-map-refresh.md	829	1772786623	c628e1214b1c1d059b903d8be85cfbcd83e3e971ea7515395388860cde6c5fcc	2352	1772790110	1401870c1e68922b8f1689da6ee3b2252e5a61347ae8b228d4068b98c8b92619
