path	baseline_size	baseline_mtime	baseline_sha256	current_size	current_mtime	current_sha256
/Users/tydroelite/.openclaw/workspace/memory/2026-03-06.md	18125	1772791429	25f8bfdb03066a328a5e59c31a1130059019484ecd65ba3dd5a198fc306c4f9f	21300	1772793246	d0279e832a72ce04ad7c2eb38ef86cd6392c3a2da951de74a193101c5024eb7c
/Users/tydroelite/.openclaw/workspace/memory/index/2026-03-06-night-obsidian-refresh/continuity-delta.md	3751	1772790119	dfe2a944008b841b5cce1b486623cd3eff350912b880bc5c10f28880498d2165	4107	1772791891	551823f60672f3f34ac78e9ca0cdbbe93cb4e66fef0635186fde806c92c20c0d
/Users/tydroelite/.openclaw/workspace/memory/index/2026-03-06-night-obsidian-refresh/high-signal-changed.tsv	388	1772786623	63c93e31eea284c89607352fd2ba12b4f0ff09756c6e3d63cad7a944e1a7bc8f	1332	1772791891	486843b95354799eaa860b9ee68d2e7022a250597c7107244bcaedc1e1549052
/Users/tydroelite/.openclaw/workspace/memory/index/2026-03-06-night-obsidian-refresh/high-signal-new.tsv	2171	1772786623	4ba4025d6620d18c5de3e0a0a707a74e7f69b53a6698203885721015ce95102d	4224	1772791891	29ea501deac70e15f99304dd11613e5da47fbd13f6fe0a5a91396adafa8f0922
/Users/tydroelite/.openclaw/workspace/memory/index/2026-03-06-night-obsidian-refresh/inventory-current.tsv	31161	1772788325	bfdeaaa562248ccc59dac04930ba0a1cfea3a2ad2a3827659800a377f8f39e4e	34177	1772791891	71a1604dcf60b6f05e7de4a81df22362363fc6b3a093fea8972446efe59b962a
/Users/tydroelite/.openclaw/workspace/memory/index/2026-03-06-night-obsidian-refresh/source-map-refresh.md	2352	1772790110	1401870c1e68922b8f1689da6ee3b2252e5a61347ae8b228d4068b98c8b92619	3050	1772791891	0538348b652a6b1f8cfc1ad019ddf70a936e52765900230c8893d733d130bde3
